"id","ph","ec","water_temp","ket","pengaduk"
2656,11.0957,0.350009,25,1,0
2657,10.9597,0.350009,25,1,0
2658,11.1259,0.350009,25,1,0
2659,11.005,0.350009,25,1,0
2660,11.1637,0.350009,25,1,0
2661,11.0126,0.350009,25,1,0
2662,11.1108,0.350009,25,1,0
2663,11.1108,0.350009,25,1,0
2664,11.0655,0.356491,25,1,0
2665,11.2242,0.350009,25,1,0
2666,11.0277,0.356491,25,1,0
2667,11.2469,0.356491,25,1,0
2668,11.0806,0.356491,25,1,0
2669,11.2922,0.350009,25,1,0
2670,11.0882,0.356491,25,1,0
2671,11.2922,0.350009,25,1,0
2672,11.0428,0.350009,25,1,0
2673,11.2771,0.356491,25,1,0
2674,11.1259,0.356491,25,1,0
2675,11.2393,0.356491,25,1,0
2676,11.3073,0.356491,25,1,0
2677,11.2469,0.356491,25,1,0
2678,11.4509,0.356491,25,1,0
2679,11.3526,0.356491,25,1,0
2680,11.4736,0.356491,25,1,0
2681,11.2922,0.356491,25,1,0
2682,11.4055,0.356491,25,1,0
2683,11.4509,0.356491,25,1,0
2684,11.2469,0.356491,25,1,0
2685,11.4509,0.356491,25,1,0
2686,11.2695,0.356491,25,1,0
2687,11.4131,0.356491,25,1,0
2688,11.2242,0.356491,25,1,0
2689,11.4207,0.356491,25,1,0
2690,11.2393,0.356491,25,1,0
2691,11.3904,0.356491,25,1,0
2692,11.2695,0.356491,25,1,0
2693,11.4282,0.356491,25,1,0
2694,11.2771,0.356491,25,1,0
2695,11.4811,0.356491,25,1,0
2696,11.2922,0.356491,25,1,0
2697,11.3678,0.356491,25,1,0
2698,11.0353,0.356491,25,1,0
2699,11.0957,0.350009,25,1,0
2700,11.0202,0.356491,25,1,0
2701,11.3375,0.356491,25,1,0
2702,11.1864,0.356491,25,1,0
2703,11.3678,0.356491,25,1,0
2704,11.2317,0.356491,25,1,0
2705,11.4358,0.356491,25,1,0
2706,11.3149,0.356491,25,1,0
2707,11.3602,0.356491,25,1,0
2708,11.4207,0.356491,25,1,0
2709,11.3526,0.356491,25,1,0
2710,11.4282,0.356491,25,1,0
2711,11.3678,0.356491,25,1,0
2712,11.2922,0.356491,25,1,0
2713,11.398,0.356491,25,1,0
2714,11.2469,0.362972,25,1,0
2715,11.4433,0.356491,25,1,0
2716,11.2922,0.356491,25,1,0
2717,11.4584,0.356491,25,1,0
2718,11.3073,0.356491,25,1,0
2719,11.4433,0.356491,25,1,0
2720,11.33,0.356491,25,1,0
2721,11.3678,0.356491,25,1,0
2722,11.3375,0.356491,25,1,0
2723,11.3904,0.356491,25,1,0
2724,11.3753,0.362972,25,1,0
2725,11.3451,0.356491,25,1,0
2726,11.4584,0.356491,25,1,0
2727,11.3753,0.356491,25,1,0
2728,11.4962,0.362972,25,1,0
2729,11.2846,0.356491,25,1,0
2730,11.4584,0.356491,25,1,0
2731,11.2997,0.362972,25,1,0
2732,11.4887,0.356491,25,1,0
2733,11.3904,0.362972,25,1,0
2734,11.5189,0.362972,25,1,0
2735,11.3451,0.362972,25,1,0
2736,11.4358,0.362972,25,1,0
2737,11.4962,0.362972,25,1,0
2738,11.3904,0.362972,25,1,0
2739,11.5642,0.362972,25,1,0
2740,11.4055,0.362972,25,1,0
2741,11.4509,0.362972,25,1,0
2742,11.5869,0.362972,25,1,0
2743,11.5491,0.356491,25,1,0
2744,11.4055,0.356491,25,1,0
2745,11.4358,0.356491,25,1,0
2746,11.5416,0.362972,25,1,0
2747,11.5264,0.356491,25,1,0
2748,11.4358,0.362972,25,1,0
2749,11.5264,0.362972,25,1,0
2750,11.6322,0.362972,25,1,0
2751,11.5945,0.362972,25,1,0
2752,11.4509,0.362972,25,1,0
2753,11.4207,0.362972,25,1,1
2754,11.4207,0.362972,25,1,0
2755,11.4282,0.362972,25,1,0
2756,11.4282,0.362972,25,1,0
2757,11.4358,0.362972,25,1,0
2758,11.466,0.362972,25,1,0
2759,11.4962,0.362972,25,1,0
2760,11.5264,0.362972,25,1,0
2761,11.5264,0.362972,25,1,0
2762,11.5642,0.356491,25,1,0
2763,11.6247,0.362972,25,1,0
2764,11.5567,0.362972,25,1,0
2765,11.5567,0.362972,25,1,0
2766,11.5264,0.362972,25,1,0
2767,11.5038,0.362972,25,1,0
2768,11.4584,0.362972,25,1,0
2769,11.4962,0.362972,25,1,0
2770,11.5945,0.362972,25,1,0
2771,11.6171,0.362972,25,1,0
2772,11.4358,0.362972,25,1,0
2773,11.6474,0.356491,25,1,0
2774,11.5642,0.362972,25,1,0
2775,11.4358,0.356491,25,1,0
2776,11.5264,0.356491,25,1,0
2777,11.3829,0.362972,25,1,0
2778,11.4509,0.362972,25,1,0
2779,11.6398,0.362972,25,1,0
2780,11.534,0.362972,25,1,0
2781,11.4887,0.362972,25,1,0
2782,11.602,0.356491,25,1,0
2783,11.5416,0.362972,25,1,0
2784,11.4811,0.356491,25,1,0
2785,11.6474,0.356491,25,1,0
2786,11.5038,0.362972,25,1,0
2787,11.5642,0.362972,25,1,0
2788,11.7834,0.362972,25,1,0
2789,11.7531,0.362972,25,1,0
2790,11.6549,0.362972,25,1,0
2791,11.5945,0.362972,25,1,0
2792,11.602,0.362972,25,1,0
2793,11.738,0.362972,25,1,0
2794,11.7985,0.362972,25,1,0
2795,11.7834,0.362972,25,1,0
2796,11.6851,0.362972,25,1,0
2797,11.6776,0.362972,25,1,0
2798,11.6247,0.356491,25,1,0
2799,11.602,0.362972,25,1,0
2800,11.6474,0.362972,25,1,0
2801,11.6927,0.356491,25,1,0
2802,11.5718,0.362972,25,1,0
2803,11.7531,0.356491,25,1,0
2804,11.5567,0.362972,25,1,0
2805,11.5945,0.356491,25,1,0
2806,11.4207,0.356491,25,1,0
2807,11.33,0.356491,25,1,0
2808,11.602,0.362972,25,1,0
2809,11.4811,0.356491,25,1,0
2810,11.6776,0.356491,25,1,0
2811,11.4887,0.356491,25,1,0
2812,11.6776,0.362972,25,1,0
2813,11.4962,0.356491,25,1,0
2814,11.398,0.356491,25,1,0
2815,11.5416,0.356491,25,1,0
2816,11.3753,0.356491,25,1,0
2817,11.5264,0.356491,25,1,0
2818,11.3451,0.356491,25,1,0
2819,11.5793,0.356491,25,1,0
2820,11.4207,0.356491,25,1,0
2821,11.5793,0.356491,25,1,0
2822,11.4509,0.356491,25,1,0
2823,11.5038,0.356491,25,1,0
2824,11.4962,0.356491,25,1,0
2825,11.5189,0.362972,25,1,0
2826,11.5038,0.356491,25,1,0
2827,11.5718,0.362972,25,1,0
2828,11.5113,0.356491,25,1,0
2829,11.6096,0.362972,25,1,0
2830,11.4887,0.362972,25,1,0
2831,11.6247,0.356491,25,1,0
2832,11.4887,0.362972,25,1,0
2833,11.602,0.356491,25,1,0
2834,11.7003,0.356491,25,1,0
2835,11.4962,0.356491,25,1,0
2836,11.5491,0.356491,25,1,0
2837,11.7003,0.356491,25,1,0
2838,11.5642,0.356491,25,1,0
2839,11.5189,0.356491,25,1,0
2840,11.6851,0.362972,25,1,0
2841,11.7003,0.356491,25,1,0
2842,11.5491,0.356491,25,1,0
2843,11.5793,0.356491,25,1,0
2844,11.6776,0.356491,25,1,0
2845,11.6851,0.356491,25,1,0
2846,11.5567,0.356491,25,1,0
2847,11.7154,0.356491,25,1,0
2848,11.7003,0.356491,25,1,0
2849,11.5189,0.356491,25,1,0
2850,11.7154,0.356491,25,1,0
2851,11.6171,0.356491,25,1,0
2852,11.6171,0.356491,25,1,0
2853,11.738,0.356491,25,1,0
2854,11.5869,0.356491,25,1,0
2855,11.7985,0.356491,25,1,0
2856,11.5718,0.356491,25,1,0
2857,11.7909,0.356491,25,1,0
2858,11.6322,0.356491,25,1,0
2859,11.7683,0.356491,25,1,0
2860,11.6776,0.356491,25,1,0
2861,11.7078,0.362972,25,1,0
2862,11.7003,0.362972,25,1,0
2863,11.6549,0.362972,25,1,0
2864,11.7607,0.362972,25,1,0
2865,11.6322,0.362972,25,1,0
2866,11.7985,0.362972,25,1,0
2867,11.6247,0.362972,25,1,0
2868,11.7456,0.356491,25,1,0
2869,11.6776,0.356491,25,1,0
2870,11.6625,0.356491,25,1,0
2871,11.7607,0.362972,25,1,0
2872,11.602,0.362972,25,1,0
2873,11.7607,0.362972,25,1,0
2874,11.6549,0.356491,25,1,0
2875,11.5567,0.356491,25,1,0
2876,11.738,0.356491,25,1,0
2877,11.5869,0.362972,25,1,0
2878,11.8136,0.362972,25,1,0
2879,11.8136,0.362972,25,2,0
