"id","ph","ec","water_temp","ket","pengaduk","createdAt"
3792,7.5468,0.253515,32.125,0,1,"2023-04-05T07:48:19.000Z"
3793,7.50985,0.253256,32.1875,0,1,"2023-04-05T07:48:24.000Z"
3794,7.45074,0.27237,32.1875,0,0,"2023-04-05T07:48:29.000Z"
3795,7.41379,0.258034,32.1875,0,0,"2023-04-05T07:48:33.000Z"
3796,7.50985,0.258034,32.1875,0,0,"2023-04-05T07:48:38.000Z"
3797,7.4803,0.258298,32.125,0,1,"2023-04-05T07:48:43.000Z"
3798,7.3399,0.291483,32.1875,0,0,"2023-04-05T07:48:47.000Z"
3799,7.62069,0.27237,32.1875,0,0,"2023-04-05T07:48:52.000Z"
3800,7.41379,0.258034,32.1875,0,0,"2023-04-05T07:48:57.000Z"
3801,7.41379,0.258298,32.125,0,0,"2023-04-05T07:49:01.000Z"
3802,7.6133,0.286998,32.125,0,0,"2023-04-05T07:49:06.000Z"
3803,7.35468,0.258298,32.125,0,1,"2023-04-05T07:49:11.000Z"
3804,7.58374,0.258298,32.125,0,0,"2023-04-05T07:49:15.000Z"
3805,7.37685,0.253515,32.125,0,1,"2023-04-05T07:49:20.000Z"
3806,7.59113,0.253515,32.125,0,0,"2023-04-05T07:49:24.000Z"
3807,7.39901,0.253515,32.125,0,1,"2023-04-05T07:49:29.000Z"
3808,7.5468,0.253515,32.125,0,0,"2023-04-05T07:49:34.000Z"
3809,7.52463,0.282214,32.125,0,1,"2023-04-05T07:49:38.000Z"
3810,7.3399,0.258562,32.0625,0,1,"2023-04-05T07:49:43.000Z"
3811,7.62808,0.258562,32.0625,0,0,"2023-04-05T07:49:48.000Z"
3812,7.42118,0.258562,32.0625,0,1,"2023-04-05T07:49:52.000Z"
3813,7.51724,0.258827,32,0,0,"2023-04-05T07:49:57.000Z"
3814,7.45813,0.277999,32,0,1,"2023-04-05T07:50:02.000Z"
3815,7.56158,0.258562,32.0625,0,0,"2023-04-05T07:50:06.000Z"
3816,7.36946,0.258827,32,0,1,"2023-04-05T07:50:11.000Z"
3817,7.60591,0.258827,32,0,0,"2023-04-05T07:50:16.000Z"
3818,7.39901,0.258827,32,0,1,"2023-04-05T07:50:20.000Z"
3819,7.52463,0.282792,32,0,1,"2023-04-05T07:50:25.000Z"
3820,7.53941,0.277999,32,0,1,"2023-04-05T07:50:30.000Z"
3821,7.41379,0.297171,32,0,1,"2023-04-05T07:50:34.000Z"
3822,7.4064,0.301965,32,0,1,"2023-04-05T07:50:39.000Z"
3823,7.56897,0.297171,32,1,0,"2023-04-05T07:50:44.000Z"
3824,7.52463,0.297171,32,1,0,"2023-04-05T07:50:49.000Z"
3825,7.31773,0.306758,32,1,1,"2023-04-05T07:50:54.000Z"
3826,7.50246,0.335516,32,1,1,"2023-04-05T07:50:58.000Z"
3827,7.49507,0.32593,32,1,0,"2023-04-05T07:51:03.000Z"
3828,7.2734,0.340309,32,1,1,"2023-04-05T07:51:08.000Z"
3829,7.36946,0.359482,32,1,1,"2023-04-05T07:51:12.000Z"
3830,7.46552,0.359482,32,1,0,"2023-04-05T07:51:17.000Z"
3831,7.22906,0.402208,32.0625,1,1,"2023-04-05T07:51:22.000Z"
3832,7.32512,0.378654,32,1,1,"2023-04-05T07:51:26.000Z"
3833,7.31773,0.383447,32,1,0,"2023-04-05T07:51:31.000Z"
3834,7.19951,0.402619,32,1,1,"2023-04-05T07:51:36.000Z"
3835,7.36946,0.421792,32,1,0,"2023-04-05T07:51:40.000Z"
3836,7.11084,0.445757,32,1,1,"2023-04-05T07:51:45.000Z"
3837,7.32512,0.440964,32,1,0,"2023-04-05T07:51:50.000Z"
3838,7.05172,0.445757,32,1,1,"2023-04-05T07:51:54.000Z"
3839,7.26601,0.440964,32,1,0,"2023-04-05T07:51:59.000Z"
3840,7.02217,0.45055,32,1,1,"2023-04-05T07:52:04.000Z"
3841,7.17734,0.484102,32,1,0,"2023-04-05T07:52:08.000Z"
3842,6.9335,0.460136,32,1,1,"2023-04-05T07:52:13.000Z"
3843,7.12562,0.484102,32,1,0,"2023-04-05T07:52:17.000Z"
3844,7,0.484102,32,1,0,"2023-04-05T07:52:22.000Z"
3845,6.87438,0.484102,32,1,1,"2023-04-05T07:52:27.000Z"
3846,6.94089,0.522982,31.9375,1,1,"2023-04-05T07:52:31.000Z"
3847,7.02217,0.50379,31.9375,1,0,"2023-04-05T07:52:36.000Z"
3848,6.96305,0.50379,31.9375,1,0,"2023-04-05T07:52:41.000Z"
3849,6.83005,0.50379,31.9375,1,1,"2023-04-05T07:52:45.000Z"
3850,6.85961,0.522982,31.9375,1,1,"2023-04-05T07:52:50.000Z"
3851,6.99261,0.546972,31.9375,1,0,"2023-04-05T07:52:55.000Z"
3852,6.92611,0.522982,31.9375,1,0,"2023-04-05T07:52:59.000Z"
3853,6.81527,0.518184,31.9375,1,1,"2023-04-05T07:53:04.000Z"
3854,6.81527,0.54273,31.875,1,1,"2023-04-05T07:53:09.000Z"
3855,6.96305,0.542174,31.9375,1,0,"2023-04-05T07:53:14.000Z"
3856,6.867,0.580558,31.9375,1,0,"2023-04-05T07:53:18.000Z"
3857,6.71182,0.542174,31.9375,1,1,"2023-04-05T07:53:39.000Z"
3858,6.89655,0.566745,31.875,1,1,"2023-04-05T07:53:39.000Z"
3859,6.88916,0.561366,31.9375,1,0,"2023-04-05T07:53:39.000Z"
3860,6.74138,0.561366,31.9375,1,1,"2023-04-05T07:53:39.000Z"
3861,6.74877,0.566164,31.9375,1,1,"2023-04-05T07:53:41.000Z"
3862,6.89655,0.585956,31.875,1,0,"2023-04-05T07:53:46.000Z"
3863,6.77094,0.580558,31.9375,1,1,"2023-04-05T07:53:50.000Z"
3864,6.76355,0.581154,31.875,1,1,"2023-04-05T07:53:55.000Z"
3865,6.867,0.585356,31.9375,1,0,"2023-04-05T07:54:00.000Z"
3866,6.68966,0.59975,31.9375,1,1,"2023-04-05T07:54:04.000Z"
3867,6.7931,0.600365,31.875,1,1,"2023-04-05T07:54:10.000Z"
3868,6.80788,0.605168,31.875,1,0,"2023-04-05T07:54:14.000Z"
3869,6.64532,0.600365,31.875,1,0,"2023-04-05T07:54:18.000Z"
3870,6.867,0.600365,31.875,1,0,"2023-04-05T07:54:23.000Z"
3871,6.67488,0.605168,31.875,1,1,"2023-04-05T07:54:28.000Z"
3872,6.81527,0.605168,31.875,1,1,"2023-04-05T07:54:32.000Z"
3873,6.67488,0.605168,31.875,1,1,"2023-04-05T07:54:37.000Z"
3874,6.78571,0.619577,31.875,1,0,"2023-04-05T07:54:42.000Z"
3875,6.71182,0.62438,31.875,1,1,"2023-04-05T07:54:46.000Z"
3876,6.73399,0.619577,31.875,1,1,"2023-04-05T07:54:51.000Z"
3877,6.77833,0.62438,31.875,1,0,"2023-04-05T07:54:56.000Z"
3878,6.69704,0.619577,31.875,1,1,"2023-04-05T07:55:00.000Z"
3879,6.77833,0.619577,31.875,1,0,"2023-04-05T07:55:05.000Z"
3880,6.68966,0.619577,31.875,1,1,"2023-04-05T07:55:09.000Z"
3881,6.82266,0.643592,31.875,1,0,"2023-04-05T07:55:14.000Z"
3882,6.65271,0.643592,31.875,1,1,"2023-04-05T07:55:19.000Z"
3883,6.80788,0.643592,31.875,1,0,"2023-04-05T07:55:24.000Z"
3884,6.67488,0.643592,31.875,1,1,"2023-04-05T07:55:28.000Z"
3885,6.70443,0.643592,31.875,1,1,"2023-04-05T07:55:33.000Z"
3886,6.81527,0.643592,31.875,1,0,"2023-04-05T07:55:55.000Z"
3887,6.73399,0.638789,31.875,1,0,"2023-04-05T07:55:55.000Z"
3888,6.64532,0.643592,31.875,1,1,"2023-04-05T07:55:55.000Z"
3889,6.65271,0.643592,31.875,1,1,"2023-04-05T07:55:55.000Z"
3890,6.75616,0.643592,31.875,1,1,"2023-04-05T07:55:56.000Z"
3891,6.76355,0.662803,31.875,1,0,"2023-04-05T07:56:01.000Z"
3892,6.62315,0.667606,31.875,1,1,"2023-04-05T07:56:05.000Z"
3893,6.71921,0.662803,31.875,1,0,"2023-04-05T07:56:10.000Z"
3894,6.82266,0.662803,31.875,1,0,"2023-04-05T07:56:15.000Z"
3895,6.68966,0.662803,31.875,1,1,"2023-04-05T07:56:35.000Z"
3896,6.65271,0.662803,31.875,1,1,"2023-04-05T07:56:36.000Z"
3897,6.81527,0.667606,31.875,1,0,"2023-04-05T07:56:36.000Z"
3898,6.73399,0.662803,31.875,1,0,"2023-04-05T07:56:36.000Z"
3899,6.63054,0.662803,31.875,1,1,"2023-04-05T07:56:39.000Z"
3900,6.80788,0.662803,31.875,1,0,"2023-04-05T07:56:43.000Z"
3901,6.63793,0.662803,31.875,1,1,"2023-04-05T07:56:49.000Z"
3902,6.7931,0.682015,31.875,1,0,"2023-04-05T07:56:52.000Z"
3903,6.63054,0.662803,31.875,1,1,"2023-04-05T07:57:12.000Z"
3904,6.74138,0.662803,31.875,1,1,"2023-04-05T07:57:12.000Z"
3905,6.63793,0.658676,31.8125,1,1,"2023-04-05T07:57:12.000Z"
3906,6.77833,0.663484,31.8125,1,0,"2023-04-05T07:57:12.000Z"
3907,6.71921,0.682015,31.875,1,1,"2023-04-05T07:57:15.000Z"
3908,6.75616,0.677212,31.875,1,0,"2023-04-05T07:57:20.000Z"
3909,6.62315,0.682015,31.875,1,1,"2023-04-05T07:57:24.000Z"
3910,6.78571,0.682715,31.8125,1,0,"2023-04-05T07:57:29.000Z"
3911,6.6601,0.682715,31.8125,1,1,"2023-04-05T07:57:36.000Z"
3912,6.7931,0.682715,31.8125,1,0,"2023-04-05T07:57:38.000Z"
3913,6.65271,0.677907,31.8125,1,1,"2023-04-05T07:57:44.000Z"
3914,6.78571,0.682715,31.8125,1,1,"2023-04-05T07:57:48.000Z"
3915,6.63793,0.682715,31.8125,1,1,"2023-04-05T07:57:52.000Z"
3916,6.81527,0.682715,31.8125,1,0,"2023-04-05T07:57:57.000Z"
3917,6.63793,0.682715,31.8125,1,1,"2023-04-05T07:58:05.000Z"
3918,6.80788,0.682715,31.8125,1,0,"2023-04-05T07:58:06.000Z"
3919,6.63054,0.682715,31.8125,1,1,"2023-04-05T07:58:11.000Z"
3920,6.82266,0.682715,31.8125,1,0,"2023-04-05T07:58:19.000Z"
3921,6.62315,0.682715,31.8125,1,1,"2023-04-05T07:58:21.000Z"
3922,6.80788,0.682715,31.8125,1,0,"2023-04-05T07:58:25.000Z"
3923,6.65271,0.682715,31.8125,1,1,"2023-04-05T07:58:44.000Z"
3924,6.80788,0.677907,31.8125,1,0,"2023-04-05T07:58:44.000Z"
3925,6.63793,0.677907,31.8125,1,1,"2023-04-05T07:58:44.000Z"
3926,6.81527,0.677907,31.8125,1,0,"2023-04-05T07:58:44.000Z"
3927,6.65271,0.711562,31.8125,1,1,"2023-04-05T07:58:58.000Z"
3928,6.83005,0.677907,31.8125,1,0,"2023-04-05T07:58:59.000Z"
3929,6.64532,0.701947,31.8125,1,1,"2023-04-05T07:58:59.000Z"
3930,6.77833,0.682715,31.8125,1,0,"2023-04-05T07:59:02.000Z"
3931,6.63054,0.682715,31.8125,1,1,"2023-04-05T07:59:07.000Z"
3932,6.81527,0.682715,31.8125,1,0,"2023-04-05T07:59:28.000Z"
3933,6.70443,0.701947,31.8125,1,1,"2023-04-05T07:59:28.000Z"
3934,6.74877,0.706754,31.8125,1,0,"2023-04-05T07:59:28.000Z"
3935,6.68966,0.701947,31.8125,1,1,"2023-04-05T07:59:28.000Z"
3936,6.7931,0.701947,31.8125,1,0,"2023-04-05T07:59:30.000Z"
3937,6.69704,0.701947,31.8125,1,1,"2023-04-05T07:59:35.000Z"
3938,6.74877,0.701947,31.8125,1,0,"2023-04-05T07:59:40.000Z"
3939,6.71182,0.701947,31.8125,1,1,"2023-04-05T07:59:44.000Z"
3940,6.81527,0.701947,31.8125,1,0,"2023-04-05T07:59:49.000Z"
3941,6.65271,0.701947,31.8125,1,1,"2023-04-05T07:59:53.000Z"
3942,6.65271,0.701947,31.8125,1,1,"2023-04-05T08:00:17.000Z"
3943,6.83744,0.701947,31.8125,1,0,"2023-04-05T08:00:22.000Z"
3944,6.7931,0.71637,31.8125,1,0,"2023-04-05T08:00:26.000Z"
3945,6.66749,0.701947,31.8125,1,0,"2023-04-05T08:00:31.000Z"
3946,6.66749,0.701947,31.8125,1,1,"2023-04-05T08:00:36.000Z"
3947,6.75616,0.725986,31.8125,1,1,"2023-04-05T08:00:40.000Z"
3948,6.84483,0.697139,31.8125,1,0,"2023-04-05T08:00:45.000Z"
3949,6.7266,0.71637,31.8125,1,0,"2023-04-05T08:00:50.000Z"
3950,6.67488,0.701227,31.875,1,1,"2023-04-05T08:00:54.000Z"
3951,6.85222,0.697139,31.8125,1,0,"2023-04-05T08:00:59.000Z"
3952,6.71182,0.701947,31.8125,1,0,"2023-04-05T08:01:04.000Z"
3953,6.7266,0.701947,31.8125,1,1,"2023-04-05T08:01:09.000Z"
3954,6.84483,0.721178,31.8125,1,0,"2023-04-05T08:01:13.000Z"
3955,6.6601,0.697139,31.8125,1,1,"2023-04-05T08:01:18.000Z"
3956,6.82266,0.697139,31.8125,1,0,"2023-04-05T08:01:22.000Z"
3957,6.7266,0.697139,31.8125,1,1,"2023-04-05T08:01:27.000Z"
3958,6.7931,0.706754,31.8125,1,1,"2023-04-05T08:01:32.000Z"
3959,6.71921,0.71637,31.8125,1,1,"2023-04-05T08:01:36.000Z"
3960,6.81527,0.697139,31.8125,1,0,"2023-04-05T08:01:41.000Z"
3961,6.67488,0.701947,31.8125,1,1,"2023-04-05T08:01:45.000Z"
3962,6.867,0.697139,31.8125,1,0,"2023-04-05T08:01:50.000Z"
3963,6.67488,0.697139,31.8125,1,1,"2023-04-05T08:01:55.000Z"
3964,6.85222,0.721178,31.8125,1,0,"2023-04-05T08:02:01.000Z"
3965,6.65271,0.697139,31.8125,1,1,"2023-04-05T08:02:06.000Z"
3966,6.7931,0.697139,31.8125,1,1,"2023-04-05T08:02:09.000Z"
3967,6.78571,0.697139,31.8125,1,0,"2023-04-05T08:02:13.000Z"
3968,6.73399,0.701947,31.8125,1,1,"2023-04-05T08:02:18.000Z"
3969,6.867,0.71637,31.8125,1,0,"2023-04-05T08:02:23.000Z"
3970,6.64532,0.701947,31.8125,1,0,"2023-04-05T08:02:27.000Z"
3971,6.78571,0.730794,31.8125,1,0,"2023-04-05T08:02:32.000Z"
3972,6.68227,0.754059,31.875,0,1,"2023-04-05T08:07:08.000Z"
3973,6.80049,0.758862,31.875,1,0,"2023-04-05T08:07:12.000Z"
3974,6.68227,0.77327,31.875,1,1,"2023-04-05T08:07:17.000Z"
3975,6.78571,0.758862,31.875,1,0,"2023-04-05T08:07:22.000Z"
3976,6.68227,0.758862,31.875,1,1,"2023-04-05T08:07:27.000Z"
3977,6.81527,0.763665,31.875,1,0,"2023-04-05T08:07:31.000Z"
3978,6.67488,0.758862,31.875,1,1,"2023-04-05T08:07:36.000Z"
3979,6.84483,0.787679,31.875,1,0,"2023-04-05T08:07:40.000Z"
3980,6.62315,0.758862,31.875,1,1,"2023-04-05T08:07:45.000Z"
3981,6.84483,0.758862,31.875,1,0,"2023-04-05T08:07:49.000Z"
3982,6.66749,0.758862,31.875,1,1,"2023-04-05T08:07:54.000Z"
3983,6.84483,0.758862,31.875,1,0,"2023-04-05T08:07:59.000Z"
3984,6.66749,0.788488,31.8125,1,1,"2023-04-05T08:08:04.000Z"
3985,6.81527,0.749256,31.875,1,0,"2023-04-05T08:08:08.000Z"
3986,6.69704,0.754059,31.875,1,1,"2023-04-05T08:08:13.000Z"
3987,6.83005,0.758862,31.875,1,0,"2023-04-05T08:08:18.000Z"
3988,6.74138,0.758862,31.875,1,0,"2023-04-05T08:08:22.000Z"
3989,6.77094,0.788488,31.8125,1,1,"2023-04-05T08:08:27.000Z"
3990,6.78571,0.759641,31.8125,1,0,"2023-04-05T08:08:32.000Z"
3991,6.68966,0.754833,31.8125,1,1,"2023-04-05T08:08:36.000Z"
3992,6.7266,0.758862,31.875,1,1,"2023-04-05T08:08:41.000Z"
3993,6.85961,0.778872,31.8125,1,0,"2023-04-05T08:08:45.000Z"
3994,6.76355,0.754833,31.8125,1,0,"2023-04-05T08:08:50.000Z"
3995,6.71182,0.750025,31.8125,1,1,"2023-04-05T08:08:55.000Z"
3996,6.75616,0.759641,31.8125,1,1,"2023-04-05T08:08:59.000Z"
3997,6.85961,0.750025,31.8125,1,0,"2023-04-05T08:09:04.000Z"
3998,6.83005,0.778872,31.8125,1,0,"2023-04-05T08:09:09.000Z"
3999,6.70443,0.750025,31.8125,1,0,"2023-04-05T08:09:13.000Z"
4000,6.68966,0.759641,31.8125,1,1,"2023-04-05T08:09:18.000Z"
4001,6.78571,0.759641,31.8125,1,1,"2023-04-05T08:09:23.000Z"
4002,6.88177,0.750025,31.8125,1,0,"2023-04-05T08:09:27.000Z"
4003,6.81527,0.782876,31.875,1,0,"2023-04-05T08:09:32.000Z"
4004,6.6601,0.754059,31.875,1,1,"2023-04-05T08:09:37.000Z"
4005,6.82266,0.759641,31.8125,1,1,"2023-04-05T08:09:42.000Z"
4006,6.7931,0.754833,31.8125,1,0,"2023-04-05T08:09:46.000Z"
4007,6.77094,0.754833,31.8125,1,1,"2023-04-05T08:09:51.000Z"
4008,6.81527,0.778872,31.8125,1,0,"2023-04-05T08:09:55.000Z"
4009,6.69704,0.754833,31.8125,1,1,"2023-04-05T08:10:00.000Z"
4010,6.85961,0.750025,31.8125,1,0,"2023-04-05T08:10:06.000Z"
4011,6.71921,0.754833,31.8125,1,1,"2023-04-05T08:10:09.000Z"
4012,6.85961,0.754059,31.875,1,0,"2023-04-05T08:10:14.000Z"
4013,6.75616,0.749256,31.875,1,1,"2023-04-05T08:10:18.000Z"
4014,6.78571,0.749256,31.875,1,0,"2023-04-05T08:10:23.000Z"
4015,6.80049,0.754833,31.8125,1,1,"2023-04-05T08:10:28.000Z"
4016,6.76355,0.754059,31.875,1,0,"2023-04-05T08:10:32.000Z"
4017,6.80049,0.798104,31.8125,1,0,"2023-04-05T08:10:55.000Z"
4018,6.84483,0.754059,31.875,1,0,"2023-04-05T08:10:55.000Z"
4019,6.65271,0.788488,31.8125,1,0,"2023-04-05T08:10:55.000Z"
4020,6.65271,0.802912,31.8125,1,0,"2023-04-05T08:10:55.000Z"
4021,6.77094,0.759641,31.8125,1,0,"2023-04-05T08:11:02.000Z"
4022,6.75616,0.754833,31.8125,1,1,"2023-04-05T08:11:06.000Z"
4023,6.82266,0.769257,31.8125,1,0,"2023-04-05T08:11:26.000Z"
4024,6.78571,0.750025,31.8125,1,0,"2023-04-05T08:11:26.000Z"
4025,6.87438,0.754833,31.8125,1,0,"2023-04-05T08:11:26.000Z"
4026,6.75616,0.759641,31.8125,1,0,"2023-04-05T08:11:26.000Z"
4027,6.77094,0.759641,31.8125,1,1,"2023-04-05T08:11:31.000Z"
4028,6.89655,0.77327,31.875,1,0,"2023-04-05T08:11:34.000Z"
4029,6.71921,0.754833,31.8125,1,0,"2023-04-05T08:11:41.000Z"
4030,6.77094,0.754833,31.8125,1,1,"2023-04-05T08:11:43.000Z"
4031,6.89655,0.802912,31.8125,1,0,"2023-04-05T08:11:48.000Z"
4032,6.80788,0.750025,31.8125,1,0,"2023-04-05T08:12:05.000Z"
4033,6.7266,0.78368,31.8125,1,1,"2023-04-05T08:12:05.000Z"
4034,6.73399,0.758862,31.875,1,1,"2023-04-05T08:12:05.000Z"
4035,6.83005,0.754059,31.875,1,1,"2023-04-05T08:12:22.000Z"
4036,6.88177,0.754833,31.8125,1,0,"2023-04-05T08:12:23.000Z"
4037,6.78571,0.750025,31.8125,1,0,"2023-04-05T08:12:23.000Z"
4038,6.6601,0.793296,31.8125,1,0,"2023-04-05T08:12:23.000Z"
4039,6.7931,0.754833,31.8125,1,1,"2023-04-05T08:12:25.000Z"
4040,6.90394,0.759641,31.8125,1,0,"2023-04-05T08:12:30.000Z"
4041,6.80049,0.754833,31.8125,1,0,"2023-04-05T08:12:34.000Z"
4042,6.73399,0.754833,31.8125,1,0,"2023-04-05T08:12:39.000Z"
4043,6.84483,0.745217,31.8125,1,1,"2023-04-05T08:12:45.000Z"
4044,6.89655,0.754833,31.8125,1,0,"2023-04-05T08:12:48.000Z"
4045,6.77094,0.754833,31.8125,1,0,"2023-04-05T08:12:53.000Z"
4046,6.77833,0.750025,31.8125,1,1,"2023-04-05T08:12:58.000Z"
4047,6.88916,0.759641,31.8125,1,0,"2023-04-05T08:13:02.000Z"
4048,6.85222,0.750025,31.8125,1,0,"2023-04-05T08:13:07.000Z"
4049,6.78571,0.750025,31.8125,1,1,"2023-04-05T08:13:12.000Z"
4050,6.92611,0.745217,31.8125,1,0,"2023-04-05T08:13:16.000Z"
4051,6.82266,0.745217,31.8125,1,0,"2023-04-05T08:13:21.000Z"
4052,6.74877,0.754833,31.8125,1,1,"2023-04-05T08:13:25.000Z"
4053,6.90394,0.754833,31.8125,1,0,"2023-04-05T08:13:30.000Z"
4054,6.80788,0.750025,31.8125,1,0,"2023-04-05T08:13:35.000Z"
4055,6.80788,0.750025,31.8125,2,0,"2023-04-05T08:13:35.000Z"
