"id","ph","ec","water_temp","ket","pengaduk"
2229,13.1814,0.337046,25,1,0
2230,13.1587,0.330564,25,1,0
2231,13.1814,0.337046,25,1,0
2232,13.1814,0.337046,25,1,0
2233,13.1511,0.337046,25,1,0
2234,13.1587,0.337046,25,1,0
2235,13.1738,0.337046,25,1,0
2236,13.1662,0.337046,25,1,0
2237,13.1436,0.337046,25,1,0
2238,13.1436,0.337046,25,1,0
2239,13.1511,0.337046,25,1,0
2240,13.204,0.343527,25,1,0
2241,13.1738,0.337046,25,1,0
2242,13.1965,0.343527,25,1,0
2243,13.1587,0.337046,25,1,0
2244,13.136,0.337046,25,1,0
2245,13.1436,0.343527,25,1,0
2246,13.1511,0.343527,25,1,0
2247,13.1889,0.343527,25,1,0
2248,13.1814,0.343527,25,1,0
2249,13.1587,0.343527,25,1,0
2250,13.1511,0.343527,25,1,0
2251,13.2116,0.343527,25,1,0
2252,13.1662,0.343527,25,1,0
2253,13.1738,0.343527,25,1,0
2254,13.1587,0.343527,25,1,0
2255,13.1662,0.343527,25,1,0
2256,13.1285,0.343527,25,1,0
2257,13.1436,0.343527,25,1,0
2258,13.1587,0.350009,25,1,0
2259,13.1965,0.350009,25,1,0
2260,13.1738,0.350009,25,1,0
2261,13.1889,0.343527,25,1,0
2262,13.1889,0.350009,25,1,0
2263,13.1889,0.350009,25,1,0
2264,13.1814,0.350009,25,1,0
2265,13.2191,0.350009,25,1,0
2266,13.1965,0.343527,25,1,0
2267,13.1738,0.350009,25,1,0
2268,13.1738,0.350009,25,1,0
2269,13.1814,0.350009,25,1,0
2270,13.1511,0.350009,25,1,0
2271,13.1285,0.350009,25,1,0
2272,13.1285,0.350009,25,1,0
2273,13.1285,0.350009,25,1,0
2274,13.1814,0.350009,25,1,0
2275,13.1738,0.350009,25,1,0
2276,13.1965,0.350009,25,1,0
2277,13.204,0.356491,25,1,0
2278,13.204,0.350009,25,1,0
2279,13.1965,0.350009,25,1,0
2280,13.2343,0.356491,25,1,0
2281,13.272,0.350009,25,1,0
2282,13.2267,0.350009,25,1,0
2283,13.2645,0.356491,25,1,0
2284,13.2116,0.350009,25,1,0
2285,13.2267,0.356491,25,1,0
2286,13.204,0.356491,25,1,0
2287,13.1738,0.350009,25,1,0
2288,13.1587,0.350009,25,1,0
2289,13.1738,0.350009,25,1,0
2290,13.1436,0.350009,25,1,0
2291,13.1436,0.350009,25,1,0
2292,13.1965,0.356491,25,1,0
2293,13.204,0.356491,25,1,0
2294,13.1814,0.356491,25,1,0
2295,13.1889,0.356491,25,1,0
2296,13.2116,0.356491,25,1,0
2297,13.1889,0.356491,25,1,0
2298,13.1587,0.356491,25,1,0
2299,13.1889,0.356491,25,1,0
2300,13.1814,0.350009,25,1,0
2301,13.1662,0.356491,25,1,0
2302,13.1738,0.356491,25,1,0
2303,13.1814,0.356491,25,1,0
2304,13.1814,0.356491,25,1,0
2305,13.1587,0.356491,25,1,0
2306,13.136,0.356491,25,1,0
2307,13.1587,0.356491,25,1,0
2308,13.1511,0.356491,25,1,0
2309,13.1587,0.356491,25,1,0
2310,13.1587,0.356491,25,1,0
2311,13.1662,0.356491,25,1,0
2312,13.1814,0.356491,25,1,0
2313,13.1511,0.356491,25,1,0
2314,13.136,0.356491,25,1,0
2315,13.1511,0.356491,25,1,0
2316,13.1133,0.356491,25,1,0
2317,13.1058,0.356491,25,1,0
2318,13.1436,0.356491,25,1,0
2319,13.136,0.356491,25,1,0
2320,13.136,0.356491,25,1,0
2321,13.1662,0.356491,25,1,0
2322,13.1889,0.356491,25,1,0
2323,13.136,0.356491,25,1,0
2324,13.1058,0.356491,25,1,0
2325,13.1285,0.356491,25,1,0
2326,13.1133,0.356491,25,1,0
2327,13.1133,0.356491,25,1,0
2328,13.1133,0.356491,25,1,0
2329,13.136,0.356491,25,1,0
2330,13.1133,0.356491,25,1,0
2331,13.1285,0.356491,25,1,0
2332,13.1133,0.356491,25,1,0
2333,13.1209,0.356491,25,1,0
2334,13.0907,0.356491,25,1,0
2335,13.0907,0.356491,25,1,0
2336,13.068,0.356491,25,1,0
2337,13.0907,0.356491,25,1,0
2338,13.1058,0.356491,25,1,0
2339,13.0756,0.356491,25,1,0
2340,13.1209,0.356491,25,1,0
2341,13.0982,0.356491,25,1,0
2342,13.1058,0.356491,25,1,0
2343,13.0982,0.356491,25,1,0
2344,13.1058,0.362972,25,1,0
2345,13.1285,0.356491,25,1,0
2346,13.0982,0.362972,25,1,0
2347,13.1738,0.362972,25,1,0
2348,13.1285,0.356491,25,1,0
2349,13.1511,0.362972,25,1,0
2350,13.1436,0.362972,25,1,0
2351,13.1587,0.356491,25,1,0
2352,13.1058,0.356491,25,1,0
